MAL_ID,Name,Score,English.name,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Fantasy,Game,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,RatingG - All Ages,RatingPG - Children,RatingPG-13 - Teens 13 or older,RatingR - 17+ (violence & profanity),TypeMovie,TypeMusic,TypeONA,TypeOVA,TypeSpecial,TypeTV,Year_Premiered,Source4-koma manga,SourceBook,SourceCard game,SourceDigital manga,SourceGame,SourceLight novel,SourceManga,SourceMusic,SourceNovel,SourceOriginal,SourceOther,SourcePicture book,SourceRadio,SourceUnknown,SourceVisual novel,SourceWeb manga
28,Yakitate!! Japan,7.95,Yakitate!! Japan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,Zipang,7.51,Unknown,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,Neon Genesis Evangelion,8.32,Neon Genesis Evangelion,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,Neon Genesis Evangelion: Death & Rebirth,7.45,Neon Genesis Evangelion:Death & Rebirth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.73,Samurai X:Trust and Betrayal,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,Rurouni Kenshin: Meiji Kenkaku Romantan,8.31,Rurouni Kenshin,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,7.56,Samurai X:The Motion Picture,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,.hack//Sign,6.98,.hack//Sign,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,Aa! Megami-sama!,7.32,Oh! My Goddess,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,Aa! Megami-sama! (TV),7.35,Ah! My Goddess,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,Kidou Tenshi Angelic Layer,7.26,Battle Doll Angelic Layer,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,Appleseed (Movie),7.1,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,Arc the Lad,6.53,Unknown,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,Avenger,5.91,Unknown,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,Beck,8.31,Beck:Mongolian Chop Squad,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,Chrno Crusade,7.66,Chrono Crusade,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,D.N.Angel,7.2,D.N.Angel,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,Rozen Maiden,7.44,Rozen Maiden,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,Rozen Maiden: Träumend,7.65,Rozen Maiden:Träumend,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,Azumanga Daioh,7.98,Azumanga Daioh:The Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Basilisk: Kouga Ninpou Chou,7.58,Basilisk,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68,Black Cat (TV),7.38,Black Cat,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,Cluster Edge,6.35,Unknown,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,Full Metal Panic!,7.65,Full Metal Panic!,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72,Full Metal Panic? Fumoffu,8.07,Full Metal Panic? Fumoffu,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,Full Metal Panic! The Second Raid,7.96,Full Metal Panic! The Second Raid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,Gakuen Alice,7.65,Gakuen Alice,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75,Soukyuu no Fafner: Dead Aggressor,7.3,Fafner of the Blue Sky,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76,Mahou Shoujo Lyrical Nanoha,7.42,Magical Girl Lyrical Nanoha,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,Mahou Shoujo Lyrical Nanoha A's,7.99,Magical Girl Lyrical Nanoha A's,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,Mobile Suit Gundam,7.78,Mobile Suit Gundam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
81,Mobile Suit Gundam: The 08th MS Team,8.03,Mobile Suit Gundam:The 08th MS Team,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82,Mobile Suit Gundam 0080: War in the Pocket,7.9,Mobile Suit Gundam 0080:War in the Pocket,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,6.79,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,Mobile Suit Gundam 0083: Stardust Memory,7.3,Mobile Suit Gundam 0083:Stardust Memory,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,Mobile Suit Zeta Gundam,7.92,Mobile Suit Zeta Gundam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
86,Mobile Suit Gundam ZZ,6.66,Mobile Suit Gundam ZZ,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87,Mobile Suit Gundam: Char's Counterattack,7.68,Mobile Suit Gundam:Char's Counterattack,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,Mobile Suit Gundam F91,6.67,Mobile Suit Gundam F91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,Mobile Suit Victory Gundam,6.76,Mobile Suit V Gundam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,Mobile Suit Gundam Wing,7.72,Mobile Suit Gundam Wing,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,Mobile Suit Gundam Wing: Endless Waltz,7.76,Mobile Suit Gundam Wing:Endless Waltz,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,After War Gundam X,7.32,After War Gundam X,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,Mobile Suit Gundam SEED,7.79,Mobile Suit Gundam SEED,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94,Mobile Suit Gundam SEED Destiny,7.22,Unknown,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
95,Turn A Gundam,7.7,∀ Gundam,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,Mobile Fighter G Gundam,7.56,Mobile Fighter G Gundam,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97,Last Exile,7.82,Last Exile,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,Mai-HiME,7.46,My-Hime,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
99,Mai-Otome,7.31,My-Otome,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,Shin Shirayuki-hime Densetsu Prétear,7.2,Prétear:The New Legend of Snow White,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,Air,7.32,Air,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,Aishiteruze Baby★★,7.48,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
103,Akazukin Chacha,7.39,Red Riding Hood Chacha,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,Ayashi no Ceres,7.23,"Ceres, Celestial Legend",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,Boys Be...,6.46,Boys Be...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,Hana yori Dango,7.7,Hana Yori Dango,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,Ou Dorobou Jing,7.23,Jing:King of Bandits,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
108,Ou Dorobou Jing in Seventh Heaven,7.29,Jing:King of Bandits - Seventh Heaven,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
109,Bakuretsu Tenshi,6.81,Burst Angel,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,Chuuka Ichiban!,7.63,Unknown,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,Corrector Yui,6.83,Corrector Yui,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,Uchuu no Stellvia,7.38,Stellvia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114,Sakigake!! Cromartie Koukou,7.93,Cromartie High School,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,El Hazard: The Alternative World,6.83,Unknown,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,El Hazard: The Wanderers,6.97,El-Hazard:The Wanderers,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
